ID,Enrollment_status,Age_at_enrollment_years,Age_current_years,Sex,Age_at_gonadectomy_categorical,Region_of_residence,Body_condition_categorical,Primary_endpoint,Primary_endpoint_diagnosis_tier,Age_at_primary_endpoint_diagnosis_years,Age_at_death_or_ltf_years,Cause_of_death_cancer_yes_no,Total_follow_up_time_years,Necropsy_performed_yes_no
grlsXRMCGIKK,Enrolled,1.48,7.89,Female Spayed,6 mo - 1 yr,Pacific,Normal,,,,,,7.89,
grlsVEATHNJJ,Enrolled,0.51,7.06,Male Neutered,2 - 5 yrs,Mountain,Overweight,,,,,,7.06,
grlsOH4TYPP,Enrolled,1.13,7.81,Male Neutered,1 - 2 yrs,South,Overweight,,,,,,7.81,
grlsU7K9XQ11,Enrolled,0.91,7.4,Male Intact,Intact,Mountain,Normal,,,,,,7.4,
grls3U9JKEMM,LTF,1.8,4.88,Male Neutered,2 - 5 yrs,South,Overweight,,,,4.88,,4.88,
grlsPFWAN5MM,Enrolled,0.85,7.18,Male Intact,Intact,Pacific,Normal,,,,,,7.18,
grlsJ6NBWSJJ,Enrolled,0.75,7.22,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,7.22,
grlsZ2WGKQQ,Enrolled,2.06,8.34,Female Spayed,6 mo - 1 yr,Midwest,,,,,,,8.34,
grlsVWGLR399,Enrolled,0.54,6.9,Female Intact,Intact,Northeast,Normal,,,,,,6.9,
grls09FYB3II,Enrolled,1.04,7.64,Male Intact,Intact,Midwest,Normal,,,,,,7.64,
grls7XFLIQOO,Enrolled,1.35,7.99,Male Neutered,6 mo - 1 yr,South,,,,,,,7.99,
grlsKVFJT5WW,LTF,0.63,2.65,Female Intact,Intact,Midwest,Normal,,,,2.65,,2.65,
grlsSEOXLCQQ,Enrolled,0.91,7.57,Male Neutered,1 - 2 yrs,South,Normal,,,,,,7.57,
grlsC4G2DW00,Enrolled,0.59,6.9,Male Intact,Intact,South,Normal,,,,,,6.9,
grlsZ75QYATT,Enrolled,0.65,6.95,Female Spayed,<= 6 mo,Northeast,Overweight,,,,,,6.95,
grlsW0REL2WW,Enrolled,1.14,7.47,Male Neutered,6 mo - 1 yr,Northeast,Obese,,,,,,7.47,
grlsNWQLV911,LTF,1.45,4.4,Male Neutered,6 mo - 1 yr,South,Overweight,,,,4.4,,4.4,
grlsEA5JF800,Enrolled,0.61,7.01,Male Neutered,>5 yrs,Northeast,Overweight,,,,,,7.01,
grlsB13BDM55,LTF,0.71,2.64,Female Spayed,1 - 2 yrs,Northeast,Overweight,,,,2.64,,2.64,
grlsREUM9RDD,Enrolled,1.65,7.94,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.94,
grls5JU4OLUU,Enrolled,0.77,7.32,Male Neutered,<= 6 mo,Mountain,Overweight,,,,,,7.32,
grlsRCK4LP99,Enrolled,0.63,7.07,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,7.07,
grls020IW1ZZ,Enrolled,0.56,6.9,Male Neutered,6 mo - 1 yr,Northeast,,,,,,,6.9,
grlsKU5NXIQQ,Enrolled,0.97,7.28,Male Intact,Intact,Midwest,Normal,,,,,,7.28,
grls6LXU0HAA,Enrolled,0.87,7.53,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.53,
grlsZIRB97LL,Enrolled,1.57,7.99,Male Intact,Intact,Northeast,Normal,,,,,,7.99,
grlsRYQVX66,Enrolled,2,8.38,Female Spayed,>5 yrs,South,Overweight,,,,,,8.38,
grlsO3ERSKOO,Enrolled,0.69,7.06,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,7.06,
grlsVKGKR300,Enrolled,0.58,6.88,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,6.88,
grlsHCP7ZBNN,LTF,0.84,2.01,Male Neutered,<= 6 mo,South,Normal,,,,2.01,,2.01,
grlsCT254PQQ,Enrolled,0.55,6.89,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,6.89,
grlsCCE2SEUU,Enrolled,2.12,8.71,Male Intact,Intact,Pacific,Normal,,,,,,8.71,
grlsS99HCF44,Enrolled,0.75,6.99,Male Neutered,1 - 2 yrs,Pacific,Normal,,,,,,6.99,
grlsSVE0BJPP,Enrolled,0.74,7.24,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,7.24,
grlsB1C8Z3DD,Enrolled,1.4,7.7,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.7,
grls2C2PTLPP,Enrolled,1.31,7.86,Female Intact,Intact,South,Overweight,,,,,,7.86,
grls04DN2S55,Enrolled,0.76,7.21,Male Intact,Intact,South,Normal,,,,,,7.21,
grlsV7N38Z33,Enrolled,0.55,6.96,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,6.96,
grls7VBP7RUU,LTF,0.82,0.7,Female Intact,Intact,Pacific,Normal,,,,0.7,,0.7,
grlsXJ3IAZHH,Enrolled,1.68,8.27,Male Neutered,2 - 5 yrs,Midwest,Normal,,,,,,8.27,
grlsUEMB2W00,Enrolled,0.53,6.89,Male Intact,Intact,Mountain,Normal,,,,,,6.89,
grlsLWVGDNDD,Enrolled,0.94,7.47,Female Spayed,1 - 2 yrs,Northeast,Overweight,,,,,,7.47,
grls91PMDXLL,Enrolled,0.59,6.97,Female Spayed,1 - 2 yrs,South,,,,,,,6.97,
grls4J23FPEE,LTF,1.37,3.35,Female Spayed,<= 6 mo,Northeast,Normal,,,,3.35,,3.35,
grls54KD2OTT,Enrolled,0.61,7.2,Female Spayed,<= 6 mo,Northeast,Obese,,,,,,7.2,
grls7ZH3Y8BB,Enrolled,0.61,7.1,Female Spayed,2 - 5 yrs,South,Normal,,,,,,7.1,
grlsOU0NTIZZ,Enrolled,2.18,8.16,Male Intact,Intact,Midwest,Normal,,,,,,8.16,
grls238GNVWW,Enrolled,1.31,7.72,Female Intact,Intact,Midwest,Overweight,,,,,,7.72,
grls66BCWZHH,Enrolled,0.69,7.1,Female Intact,Intact,Midwest,Overweight,,,,,,7.1,
grlsPWGREB55,Enrolled,1.83,8.48,Female Spayed,>5 yrs,Midwest,Overweight,,,,,,8.48,
grls1N8O3I33,Enrolled,0.58,6.9,Male Neutered,1 - 2 yrs,Mountain,Obese,,,,,,6.9,
grlsH6IJ1Q66,Enrolled Deceased,1.89,4.03,Female Spayed,<= 6 mo,Midwest,Overweight,,,,4.03,0,4.03,Yes
grls48JENUHH,Enrolled,1.73,8.26,Female Spayed,1 - 2 yrs,Midwest,Normal,,,,,,8.26,
grlsA4CWD677,Enrolled Deceased,0.55,5.52,Male Neutered,2 - 5 yrs,Midwest,Normal,Lymphoma,1,4.33,5.52,1,5.52,Yes
grlsDQAAMU55,Enrolled,0.63,7.23,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,7.23,
grlsL11M8L44,Enrolled Deceased,1.73,7.5,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,7.5,0,7.5,No
grls529WL4,Enrolled,0.62,6.98,Female Intact,Intact,Northeast,,,,,,,6.98,
grlsCQFTVALL,Enrolled,1.36,8.04,Female Spayed,6 mo - 1 yr,Mountain,Normal,,,,,,8.04,
grlsSSZ8O6EE,Enrolled,0.57,7.15,Female Spayed,1 - 2 yrs,Northeast,Overweight,,,,,,7.15,
grls1GO7OVJJ,Enrolled,1.41,7.96,Female Spayed,>5 yrs,Northeast,Normal,,,,,,7.96,
grls3Z0EKOO,Enrolled,1.12,7.73,Female Spayed,2 - 5 yrs,Midwest,Overweight,,,,,,7.73,
grlsZ621CMM,Enrolled,0.57,7.06,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,7.06,
grlsYKNM1WW,Enrolled,0.85,7.16,Male Neutered,6 mo - 1 yr,South,,,,,,,7.16,
grlsFTJF9UMM,Enrolled,0.54,6.89,Male Neutered,2 - 5 yrs,Midwest,,,,,,,6.89,
grlsTPL1L00,Enrolled,0.82,7.38,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,7.38,
grlsMZ45KONN,Enrolled,0.55,6.91,Male Neutered,<= 6 mo,Northeast,Overweight,,,,,,6.91,
grlsSBZHW4PP,Enrolled,1.07,7.41,Male Intact,Intact,Northeast,,,,,,,7.41,
grlsMP46ZTZZ,Enrolled Deceased,0.68,4.55,Male Neutered,1 - 2 yrs,Pacific,Normal,Lymphoma,1,4.55,4.55,1,4.55,Yes
grlsLLM6JK33,Enrolled,2,8.52,Male Intact,Intact,Mountain,Normal,,,,,,8.52,
grlsXNWIIR22,Enrolled,2,8.52,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,8.52,
grlsZP8YMJXX,Enrolled,0.67,7.06,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,7.06,
grlsNV52VJBB,Enrolled,1.5,8.17,Male Neutered,2 - 5 yrs,Northeast,Overweight,,,,,,8.17,
grls5H4WI944,LTF,2.21,4.79,Male Intact,Intact,Northeast,Normal,,,,4.79,,4.79,
grlsLM0V30LL,Enrolled,1.41,7.73,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.73,
grls5XSBITZZ,Enrolled,1.68,8.04,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,8.04,
grlsUTIBW399,Enrolled,1.82,8.46,Male Neutered,<= 6 mo,South,,,,,,,8.46,
grlsMDS9V00,Enrolled,1.08,7.69,Male Neutered,1 - 2 yrs,Pacific,Obese,,,,,,7.69,
grlsP3NUUGQQ,Enrolled,0.63,7.04,Male Neutered,6 mo - 1 yr,Mountain,Normal,,,,,,7.04,
grls1FSWKG44,Enrolled,1.94,8.32,Male Neutered,6 mo - 1 yr,South,Overweight,,,,,,8.32,
grlsYWX7H3EE,Enrolled,1.93,8.46,Female Spayed,<= 6 mo,South,Overweight,,,,,,8.46,
grls79DLVC77,Enrolled,1.49,7.98,Female Spayed,6 mo - 1 yr,Pacific,Overweight,,,,,,7.98,
grlsZ515TIPP,Enrolled,0.71,6.98,Male Neutered,1 - 2 yrs,Northeast,Overweight,,,,,,6.98,
grlsV8FJDD22,LTF,0.64,3.5,Male Intact,Intact,South,Overweight,,,,3.5,,3.5,
grlsSIWAX866,Enrolled,0.65,7.06,Male Neutered,<= 6 mo,Midwest,Normal,,,,,,7.06,
grlsUUEQ1BHH,Enrolled Deceased,1.87,6.47,Male Intact,Intact,Mountain,Normal,,,,6.47,0,6.47,No
grlsRR51DATT,Enrolled,1.32,7.91,Male Intact,Intact,Midwest,Overweight,,,,,,7.91,
grls2MCK5SAA,LTF,1.28,2.43,Male Intact,Intact,South,Overweight,,,,2.43,,2.43,
grlsN9USH9SS,Enrolled,1.45,8.06,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,8.06,
grlsDYWJHX99,Enrolled,1.69,8.15,Female Spayed,2 - 5 yrs,Pacific,,,,,,,8.15,
grls01RDAKNN,Enrolled,0.68,7.04,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.04,
grlsSJBWAI,Enrolled,1.36,7.87,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7.87,
grlsPGZBI4BB,Enrolled,1.33,7.89,Male Intact,Intact,Northeast,Overweight,,,,,,7.89,
grls0XFD2S00,Enrolled,0.9,7.47,Male Neutered,6 mo - 1 yr,South,Obese,,,,,,7.47,
grlsZBW8ZKLL,Enrolled Deceased,1.56,5.07,Male Intact,Intact,Northeast,Normal,MCT,1,4.51,5.07,1,5.07,Yes
grlsH1FCL5JJ,Enrolled,0.82,7.15,Male Intact,Intact,Northeast,Overweight,,,,,,7.15,
grlsZKOGW2AA,LTF,1.11,1.06,Female Intact,Intact,Pacific,Normal,,,,1.06,,1.06,
grls5YY3Y33,Enrolled,0.71,7.33,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.33,
grlsSLRBVZJJ,LTF,0.97,2.14,Female Spayed,<= 6 mo,Midwest,Overweight,,,,2.14,,2.14,
grlsLPJ4PKTT,Enrolled Deceased,1.98,7.56,Female Spayed,6 mo - 1 yr,South,Overweight,Hemangiosarcoma,2,7.56,7.56,1,7.56,No
grlsFQJHE177,Enrolled,0.58,6.9,Female Spayed,2 - 5 yrs,South,Overweight,,,,,,6.9,
grlsYDM9DD,Enrolled,1.73,8.13,Female Spayed,1 - 2 yrs,South,Overweight,Lymphoma,1,7.53,,,8.13,
grlsUA684755,LTF,0.55,2.3,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,2.3,,2.3,
grlsVC2Y09KK,Enrolled,2.05,8.29,Male Intact,Intact,Pacific,Normal,Osteosarcoma,2,7.16,,,8.29,
grlsZ6FMPN22,Enrolled Deceased,1.01,6.28,Female Spayed,>5 yrs,Pacific,Normal,,,,6.28,1,6.28,Yes
grls4WEZX100,Enrolled,1.42,7.89,Male Intact,Intact,Midwest,Normal,,,,,,7.89,
grlsOHF03CRR,Enrolled,0.69,6.98,Male Intact,Intact,South,Normal,,,,,,6.98,
grls5Q8YPTEE,Enrolled,1.4,8.06,Female Spayed,<= 6 mo,South,Normal,,,,,,8.06,
grlsLQB8A0FF,Enrolled,0.82,7.13,Male Intact,Intact,Mountain,,,,,,,7.13,
grlsTJOF8B11,LTF,1.59,3.5,Male Neutered,1 - 2 yrs,South,Normal,,,,3.5,,3.5,
grls31YGW1VV,Enrolled,0.91,7.11,Male Intact,Intact,Northeast,,,,,,,7.11,
grlsM1IE4PUU,Enrolled Deceased,0.66,4.88,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,4.88,1,4.88,Yes
grls4DM9Y9XX,Enrolled,0.57,6.92,Male Neutered,1 - 2 yrs,Pacific,Obese,,,,,,6.92,
grlsWUPSKEZZ,Enrolled,0.54,6.98,Male Neutered,1 - 2 yrs,South,Normal,,,,,,6.98,
grlsDC6NBZBB,Enrolled,0.97,7.6,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,7.6,
grls3Y67N8SS,Enrolled,0.97,7.6,Male Neutered,6 mo - 1 yr,Mountain,Overweight,,,,,,7.6,
grlsDJRE99ZZ,Enrolled,0.67,6.99,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,6.99,
grlsV4JGVURR,Enrolled,1.11,7.52,Female Intact,Intact,South,Overweight,,,,,,7.52,
grlsM8MSLAAA,Enrolled,0.54,6.97,Female Spayed,1 - 2 yrs,Northeast,Normal,,,,,,6.97,
grlsDK126FHH,Enrolled,1.3,7.69,Male Neutered,2 - 5 yrs,South,Normal,,,,,,7.69,
grls15TTBZKK,Enrolled,1.45,8.07,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.07,
grlsM21R3M55,Enrolled,0.75,7.04,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,7.04,
grlsTZZ57RPP,Enrolled,0.56,6.86,Female Intact,Intact,Midwest,Overweight,,,,,,6.86,
grlsSZR98S88,Enrolled,0.64,7,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,7,
grlsV2GFQMEE,LTF,0.54,0.54,Female Intact,Intact,Midwest,Overweight,,,,0.54,,0.54,
grlsI19UH466,Enrolled,1.34,7.87,Male Neutered,<= 6 mo,South,Overweight,,,,,,7.87,
grlsI3AT2X55,Enrolled,0.61,7.14,Male Neutered,1 - 2 yrs,Pacific,Overweight,,,,,,7.14,
grlsLLH2XVSS,Enrolled,1.69,8.18,Female Intact,Intact,Pacific,Normal,,,,,,8.18,
grlsHXB7BKTT,Enrolled Deceased,0.79,4.44,Male Neutered,1 - 2 yrs,South,Normal,Lymphoma,1,4.44,4.44,1,4.44,Yes
grlsK7UKBMWW,LTF,1.42,2.46,Female Spayed,<= 6 mo,Midwest,Normal,,,,2.46,,2.46,
grlsNGGIOICC,Enrolled,2.06,8.28,Female Spayed,1 - 2 yrs,South,Normal,,,,,,8.28,
grlsXH96IWEE,Enrolled,0.65,7.19,Male Neutered,<= 6 mo,South,Overweight,,,,,,7.19,
grlsBIVYMAJJ,Enrolled,0.64,6.96,Female Spayed,<= 6 mo,Mountain,Normal,,,,,,6.96,
grlsJ8GW5GBB,Enrolled,2,8.55,Male Neutered,<= 6 mo,Midwest,Normal,,,,,,8.55,
grlsTBRVCWW,Enrolled,1.4,8.05,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,8.05,
grlsKY7MW200,Enrolled,1.01,7.39,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7.39,
grlsYBRSB577,Enrolled,1.53,8.12,Male Intact,Intact,South,Normal,,,,,,8.12,
grls40Z1Q4TT,Enrolled,1.41,7.96,Male Intact,Intact,South,Overweight,,,,,,7.96,
grlsD5552K66,Enrolled Deceased,0.7,7.05,Male Neutered,1 - 2 yrs,Pacific,,Lymphoma,1,4.81,7.05,1,7.05,Yes
grlsBHZYGU11,LTF,1.03,1.9,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,1.9,,1.9,
grlsRYGDYMRR,Enrolled,0.59,7.05,Male Neutered,2 - 5 yrs,South,,,,,,,7.05,
grlsQWYSXW44,Enrolled,1.16,7.54,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.54,
grls68GFCHRR,Enrolled,0.66,7.15,Female Spayed,<= 6 mo,Mountain,Overweight,,,,,,7.15,
grlsSWZTK2YY,LTF,1.92,1.89,Male Intact,Intact,South,Normal,,,,1.89,,1.89,
grlsQCNW6EZZ,Enrolled,0.6,6.98,Male Neutered,1 - 2 yrs,Northeast,Normal,,,,,,6.98,
grlsU2736TJJ,Enrolled,0.56,6.88,Female Intact,Intact,South,,,,,,,6.88,
grlsDUDE92ZZ,Enrolled,0.62,7.06,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,7.06,
grlsOLYE3CEE,Enrolled,1.6,7.9,Male Intact,Intact,Pacific,Normal,,,,,,7.9,
grls36P85CEE,Enrolled,0.7,7.34,Male Intact,Intact,Mountain,Overweight,,,,,,7.34,
grlsBGU05VFF,Enrolled,1.42,7.98,Female Spayed,2 - 5 yrs,Pacific,Overweight,,,,,,7.98,
grlsLOD261WW,Enrolled,0.54,7.03,Female Spayed,1 - 2 yrs,Pacific,Normal,,,,,,7.03,
grls54WONKZZ,Enrolled Deceased,0.64,5.75,Female Spayed,6 mo - 1 yr,Midwest,Normal,Lymphoma,1,5.75,5.75,1,5.75,No
grls0TA2I2SS,Enrolled,1.85,8.38,Male Neutered,2 - 5 yrs,Pacific,Normal,,,,,,8.38,
grlsGYJYDRBB,Enrolled,1.49,8.06,Male Intact,Intact,South,Normal,,,,,,8.06,
grlsBXL4F311,Enrolled,0.73,6.95,Female Spayed,<= 6 mo,Pacific,Overweight,,,,,,6.95,
grls1P46DHYY,LTF,0.6,1.32,Female Spayed,6 mo - 1 yr,South,Overweight,,,,1.32,,1.32,
grlsMU6JQ8HH,Enrolled,0.55,7.12,Male Neutered,6 mo - 1 yr,Midwest,Overweight,,,,,,7.12,
grlsBKW0MYKK,LTF,1.39,4.31,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,4.31,,4.31,
grlsT405U4OO,Enrolled,1.91,8.49,Male Intact,Intact,Pacific,Normal,,,,,,8.49,
grlsDXD41ITT,LTF,0.8,0.75,Male Intact,Intact,South,Overweight,,,,0.75,,0.75,
grls3230EPZZ,Enrolled,1.15,7.68,Male Intact,Intact,Midwest,Normal,,,,,,7.68,
grlsVVUVDOPP,Enrolled,0.62,7.17,Male Neutered,<= 6 mo,Midwest,,,,,,,7.17,
grlsVX7VGDWW,Enrolled,1.69,8.27,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.27,
grlsW0RLJN55,Enrolled,0.67,6.94,Female Spayed,6 mo - 1 yr,Midwest,Obese,,,,,,6.94,
grlsZKA6W2RR,Enrolled Deceased,1.4,5.85,Male Neutered,6 mo - 1 yr,Midwest,Normal,,,,5.85,1,5.85,Yes
grls740BUXXX,Enrolled,2.08,8.5,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,8.5,
grlsGVKL23PP,Enrolled,0.54,6.83,Female Intact,Intact,South,,,,,,,6.83,
grlsFJCZDEAA,Enrolled,0.54,7.11,Male Neutered,6 mo - 1 yr,Midwest,Overweight,,,,,,7.11,
grlsFD8LVQNN,Enrolled,1.02,7.48,Female Spayed,6 mo - 1 yr,Mountain,,,,,,,7.48,
grlsPTQ3DIHH,Enrolled,0.6,7,Male Neutered,6 mo - 1 yr,South,Normal,,,,,,7,
grls1GKEB022,Enrolled,0.62,6.97,Female Spayed,<= 6 mo,South,Normal,,,,,,6.97,
grlsVMV6M2GG,Enrolled,1.86,8.11,Female Spayed,6 mo - 1 yr,Northeast,Overweight,,,,,,8.11,
grlsWK6TLZ88,Enrolled,0.55,6.86,Male Neutered,2 - 5 yrs,South,Normal,,,,,,6.86,
grlsGQMXI7RR,Enrolled,1.46,8.06,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.06,
grlsXJ8W6V11,Enrolled,1.37,7.95,Male Intact,Intact,Pacific,Normal,,,,,,7.95,
grlsTGEU6344,Enrolled,1.96,8.55,Female Spayed,<= 6 mo,Midwest,Normal,,,,,,8.55,
grls5Q9DCLWW,Enrolled Deceased,1.49,8.04,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,8.04,1,8.04,Yes
grls39MINWYY,Enrolled,1.2,7.67,Male Intact,Intact,South,,,,,,,7.67,
grlsUNS02400,Enrolled,1.5,8.06,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.06,
grlsAR4XMH00,Enrolled,2,8.55,Male Intact,Intact,Northeast,Normal,,,,,,8.55,
grls8XUFKT22,Enrolled,1.9,8.45,Female Spayed,2 - 5 yrs,Northeast,Overweight,,,,,,8.45,
grls5KFD0PNN,Enrolled,1.37,7.92,Female Spayed,>5 yrs,Northeast,Obese,,,,,,7.92,
grlsXJJYJX77,Enrolled,1.21,7.7,Female Spayed,>5 yrs,Northeast,Overweight,,,,,,7.7,
grlsPL19YDHH,LTF,1.17,3.11,Female Intact,Intact,Northeast,Normal,,,,3.11,,3.11,
grlsU3Y3B3WW,Enrolled,1.22,7.72,Male Intact,Intact,Northeast,Normal,,,,,,7.72,
grlsMFNUID33,LTF,0.62,6.53,Female Spayed,>5 yrs,Northeast,Normal,,,,6.53,,6.53,
grls7PXINLII,Enrolled Deceased,0.56,5.58,Male Neutered,6 mo - 1 yr,Pacific,Overweight,,,,5.58,0,5.58,Yes
grlsQ1GRGQ44,Enrolled,0.55,6.9,Female Spayed,<= 6 mo,Midwest,,,,,,,6.9,
grlsNB7KM6WW,Enrolled,0.55,6.85,Female Spayed,<= 6 mo,Northeast,Normal,,,,,,6.85,
grls3XBWRSQQ,Enrolled,0.55,6.85,Female Spayed,<= 6 mo,Northeast,Normal,,,,,,6.85,
grlsLIIB3JNN,Enrolled,0.47,6.83,Female Spayed,1 - 2 yrs,South,Overweight,,,,,,6.83,
grlsHJVCGCQQ,LTF,0.56,3.49,Female Spayed,<= 6 mo,South,Obese,,,,3.49,,3.49,
grlsQOZ5CYTT,LTF,0.97,1.98,Male Intact,Intact,South,Normal,,,,1.98,,1.98,
grlsKUEUNUEE,Enrolled Deceased,2,8.4,Female Spayed,6 mo - 1 yr,Pacific,,,,,8.4,1,8.4,Yes
grlsWHAB5BGG,Enrolled,1.87,8.48,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.48,
grls8O1XNWQQ,Enrolled,0.57,7.02,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,7.02,
grls80VR65RR,Enrolled,1.8,8.07,Male Neutered,1 - 2 yrs,Midwest,Overweight,,,,,,8.07,
grls17J6WYY,LTF,0.9,1.84,Male Intact,Intact,South,Obese,,,,1.84,,1.84,
grls4JDR1IHH,Enrolled,2.09,8.63,Female Intact,Intact,South,Normal,,,,,,8.63,
grls2XGEZCC,LTF,1.25,5.98,Male Neutered,6 mo - 1 yr,Northeast,Normal,,,,5.98,,5.98,
grlsH8CNL33,Enrolled,0.61,6.9,Male Intact,Intact,Mountain,Overweight,,,,,,6.9,
grlsUOLGNQNN,Enrolled,0.78,7.11,Male Neutered,1 - 2 yrs,Mountain,Overweight,,,,,,7.11,
grlsNMRWLTHH,Enrolled,0.53,6.8,Female Spayed,6 mo - 1 yr,Mountain,,,,,,,6.8,
grlsYH2JVNN,Enrolled,0.63,6.95,Female Spayed,>5 yrs,South,Overweight,,,,,,6.95,
grlsHDGGZ6VV,Enrolled,0.62,7.21,Male Neutered,1 - 2 yrs,Mountain,Normal,,,,,,7.21,
grlsEYJWKWMM,Enrolled,0.62,7.15,Female Spayed,1 - 2 yrs,Midwest,Normal,,,,,,7.15,
grls3O0WE0OO,Enrolled,1.86,8.3,Female Spayed,6 mo - 1 yr,Midwest,Normal,,,,,,8.3,
grlsMJQO54ZZ,Enrolled,0.63,6.95,Female Spayed,2 - 5 yrs,South,Normal,,,,,,6.95,
grls75UON7VV,Enrolled,2.12,8.61,Male Neutered,<= 6 mo,Northeast,Normal,,,,,,8.61,
grlsFQM4OIAA,LTF,0.61,0.57,Male Intact,Intact,South,Normal,,,,0.57,,0.57,
grlsLQKQCJZZ,Enrolled,0.8,7.13,Female Spayed,6 mo - 1 yr,Midwest,,,,,,,7.13,
grlsAGL6KI22,Enrolled,0.91,7.23,Female Intact,Intact,Midwest,Normal,,,,,,7.23,
grlsAC0D6488,Enrolled,0.65,7.17,Male Neutered,6 mo - 1 yr,Northeast,Overweight,,,,,,7.17,
grls4PEHX1GG,Enrolled,0.93,7.23,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.23,
grlsC8YKMAKK,Enrolled,1.25,7.84,Male Intact,Intact,Northeast,Overweight,,,,,,7.84,
grlsPDRIOFQQ,Enrolled,1.94,8.52,Female Spayed,2 - 5 yrs,Midwest,Overweight,,,,,,8.52,
grls6ZTQCTT,Enrolled,0.61,7.05,Female Intact,Intact,South,Normal,,,,,,7.05,
grlsM1TR82,Enrolled,1.64,8.01,Male Intact,Intact,Northeast,Normal,,,,,,8.01,
grlsK78Y8VV,Enrolled,1.63,8.16,Female Spayed,<= 6 mo,Mountain,,,,,,,8.16,
grlsJ7RDPHKK,Enrolled Deceased,0.78,6.83,Female Spayed,1 - 2 yrs,South,Normal,Hemangiosarcoma,1,6.65,6.83,1,6.83,Yes
grlsBF7BE966,Enrolled,0.64,6.99,Female Spayed,6 mo - 1 yr,Midwest,Underweight,,,,,,6.99,
grlsBSWQLPZZ,LTF,0.52,0.51,Female Intact,Intact,Northeast,Overweight,,,,0.51,,0.51,
grls68F2ZUCC,Enrolled,0.79,7.05,Female Spayed,2 - 5 yrs,Northeast,Normal,,,,,,7.05,
grls21MTXB44,Enrolled,0.62,6.9,Male Neutered,1 - 2 yrs,Midwest,Normal,,,,,,6.9,
grls4ZXH6D33,Enrolled,2.1,8.49,Female Spayed,>5 yrs,South,Normal,,,,,,8.49,
grls9V5Q6Q55,Enrolled,0.71,7.18,Male Neutered,2 - 5 yrs,Northeast,Normal,,,,,,7.18,
grlsA5ZQ5X11,Enrolled,1.3,7.59,Female Spayed,6 mo - 1 yr,Northeast,Normal,,,,,,7.59,
grlsZF39RYXX,Enrolled,1.36,7.93,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,7.93,
grls27Z1P2NN,Enrolled,0.58,6.87,Female Spayed,6 mo - 1 yr,Midwest,Overweight,,,,,,6.87,
grls8SZ0PLUU,Enrolled,1.49,8.06,Female Spayed,6 mo - 1 yr,South,Normal,,,,,,8.06,
grlsC12QLSMM,Enrolled Deceased,0.66,3.98,Female Spayed,1 - 2 yrs,Mountain,Normal,Lymphoma,1,3.48,3.98,1,3.98,No
grlsAGG2SI55,Enrolled,1.76,8.19,Female Intact,Intact,Pacific,,,,,,,8.19,
